Hole_ID,X,Y
WE-0231,764495,9622367
WE-0234,764488,9622131
WE-0233,764423,9621867
WE-0236,764423,9621617
WE-0235,764423,9621367
WE-0238,764493,9621112
WE-0237,764495,9620867
WE-0256,764531,9620630
WE-0255,764548,9620367
WE-0258,764548,9620117
WE-0257,764548,9619867
WE-0260,764548,9619617
WE-0259,764548,9619468
WE-0262,764745,9626367
WE-0261,764745,9626117
WE-0248,764745,9625867
WE-0247,764745,9625617
WE-0250,764745,9625367
WE-0249,764745,9625117
WE-0252,764745,9624867
WE-0251,764745,9624617
WE-0254,764745,9624367
WE-0253,764745,9624117
WE-0208,764745,9623867
WE-0207,764745,9623617
WE-0210,764745,9623367
WE-0209,764745,9623117
WE-0212,764745,9622867
WE-0211,764745,9622617
WE-0214,764745,9622367
WE-0213,764745,9622143
WE-0200,764701,9621108
WE-0199,764701,9620867
WE-0202,764701,9620617
WE-0201,764701,9620367
WE-0204,764701,9620117
WE-0203,764740,9619860
WE-0206,764745,9619617
WE-0205,764745,9619468
WE-0224,764995,9626367
WE-0223,764995,9626117
WE-0226,764995,9625867
WE-0225,764995,9625617
WE-0228,764995,9625367
WE-0227,764995,9625117
WE-0230,764995,9624867
WE-0229,764995,9624617
WE-0216,764995,9624367
WE-0215,764995,9624117
WE-0218,764995,9623867
WE-0217,764995,9623617
WE-0220,764995,9623367
WE-0219,764995,9623117
WE-0222,764995,9622867
WE-0221,764995,9622617
WE-0176,764995,9622367
WE-0175,764995,9622143
WE-0178,764995,9619845
WE-0177,764995,9619617
WE-0180,764995,9619468
WE-0179,765245,9626367
WE-0182,765245,9626117
WE-0181,765245,9625867
WE-0168,765245,9625617
WE-0167,765245,9625367
WE-0170,765245,9625117
WE-0169,765245,9624867
WE-0172,765245,9624617
WE-0171,765245,9624367
WE-0174,765245,9624117
WE-0173,765245,9623867
WE-0192,765245,9623617
WE-0191,765245,9623367
WE-0194,765245,9623117
WE-0193,765245,9622867
WE-0196,765245,9622617
WE-0195,765245,9622367
WE-0198,765245,9622143
WE-0197,765245,9619845
WE-0184,765245,9619617
WE-0183,765245,9619468
WE-0186,765495,9626367
WE-0185,765495,9626117
WE-0188,765495,9625867
WE-0187,765495,9625617
WE-0190,765495,9625367
WE-0189,765495,9625117
WE-0144,765495,9624867
WE-0143,765495,9624617
WE-0146,765495,9624367
WE-0145,765495,9624117
WE-0148,765495,9623867
WE-0147,765495,9623617
WE-0150,765495,9623367
WE-0149,765495,9623117
WE-0136,765495,9622867
WE-0135,765495,9622617
WE-0138,765495,9622367
WE-0137,765495,9622143
WE-0140,765495,9619845
WE-0139,765495,9619617
WE-0142,765495,9619468
WE-0141,765745,9626367
WE-0160,765745,9626117
WE-0159,765745,9625867
WE-0162,765745,9625617
WE-0161,765745,9625367
WE-0164,765745,9625117
WE-0163,765745,9624867
WE-0166,765745,9624617
WE-0165,765745,9624367
WE-0152,765745,9624117
WE-0151,765745,9623867
WE-0154,765745,9623617
WE-0153,765745,9623367
WE-0156,765745,9623117
WE-0155,765745,9622867
WE-0158,765745,9622617
WE-0157,765745,9622367
WE-0112,765745,9622143
WE-0111,765734,9619864
WE-0114,765663,9619617
WE-0113,765663,9619468
WE-0116,765995,9626367
WE-0115,765995,9626117
WE-0118,765995,9625867
WE-0117,765995,9625617
WE-0104,765995,9625367
WE-0103,765995,9625117
WE-0106,765995,9624867
WE-0105,765995,9624617
WE-0108,765995,9624367
WE-0107,765995,9624117
WE-0110,765995,9623867
WE-0109,765995,9623617
WE-0128,765995,9623367
WE-0127,765995,9623117
WE-0130,765995,9622867
WE-0129,765995,9622617
WE-0132,765995,9622367
WE-0131,765995,9622143
WE-0134,765995,9619879
WE-0133,766245,9626367
WE-0120,766245,9626117
WE-0119,766245,9625867
WE-0122,766245,9625617
WE-0121,766245,9625367
WE-0124,766245,9625117
WE-0123,766245,9624867
WE-0126,766245,9624617
WE-0125,766245,9624367
WE-0080,766245,9624117
WE-0079,766245,9623867
WE-0082,766245,9623617
WE-0081,766245,9623367
WE-0084,766245,9623117
WE-0083,766245,9622867
WE-0086,766245,9622617
WE-0085,766245,9622367
WE-0072,766245,9622143
WE-0071,766245,9619879
WE-0074,766495,9626367
WE-0073,766495,9626117
WE-0076,766495,9625867
WE-0075,766495,9625617
WE-0078,766495,9625367
WE-0077,766495,9625117
WE-0096,766495,9624867
WE-0095,766495,9624617
WE-0098,766495,9624367
WE-0097,766495,9624117
WE-0100,766495,9623867
WE-0099,766495,9623617
WE-0102,766495,9623367
WE-0101,766495,9623117
WE-0088,766495,9622867
WE-0087,766495,9622617
WE-0090,766495,9622367
WE-0089,766495,9622143
WE-0092,766495,9619879
WE-0091,766745,9626367
WE-0094,766745,9626117
WE-0093,766745,9625867
WE-0048,766745,9625617
WE-0047,766745,9625367
WE-0050,766745,9625117
WE-0049,766745,9624867
WE-0052,766745,9624617
WE-0051,766745,9624367
WE-0054,766745,9624117
WE-0053,766745,9623867
WE-0040,766745,9623617
WE-0039,766745,9623367
WE-0042,766745,9623117
WE-0041,766745,9622867
WE-0044,766745,9622617
WE-0043,766745,9622367
WE-0046,766745,9622143
WE-0045,766745,9619879
WE-0064,766995,9626367
WE-0063,766995,9626117
WE-0066,766995,9625867
WE-0065,766995,9625617
WE-0068,766995,9625367
WE-0067,766995,9625117
WE-0070,766995,9624867
WE-0069,766995,9624617
WE-0056,766995,9624367
WE-0055,766995,9624117
WE-0058,766995,9623867
WE-0057,766995,9623617
WE-0060,766995,9623367
WE-0059,766995,9623117
WE-0062,766995,9622867
WE-0061,766995,9622617
WE-0016,766995,9622367
WE-0015,767002,9622131
WE-0018,767070,9621867
WE-0017,767070,9621617
WE-0020,767070,9621367
WE-0019,767070,9621117
WE-0022,767070,9620867
WE-0021,767070,9620617
WE-0008,767070,9620367
WE-0007,767070,9620117
WE-0010,767003,9619889
WE-0009,767200,9626367
WE-0012,767200,9626117
WE-0011,767200,9625867
WE-0014,767200,9625617
WE-0013,767200,9625367
WE-0032,767200,9625117
WE-0031,767200,9624867
WE-0034,767200,9624617
WE-0033,767200,9624367
WE-0036,767200,9624117
WE-0035,767200,9623867
WE-0038,767200,9623617
WE-0037,767200,9623367
WE-0024,767200,9623117
WE-0023,767200,9622867
WE-0026,767200,9622617
WE-0025,767200,9622367
WE-0028,767200,9622117
WE-0027,767200,9621867
WE-0030,767200,9621617
WE-0029,767200,9621367
WE-0002,767200,9621117
WE-0001,767200,9620867
WE-0004,767200,9620617
WE-0003,767200,9620367
WE-0006,767200,9620117
WE-0005,767200,9619900
CE-2671,770088,9620049
CE-2673,770088,9620000
CE-2672,770088,9619950
CE-2675,770088,9619900
CE-2674,770088,9619850
CE-2677,770088,9619800
CE-2676,770088,9619750
CE-2664,770088,9619700
CE-2663,770088,9619650
CE-2666,770088,9619600
CE-2665,770088,9619550
CE-2668,770088,9619500
CE-2667,770088,9619450
CE-2670,770088,9619400
CE-2669,770088,9619350
CE-2687,770088,9619300
CE-2686,770088,9619250
CE-2689,770088,9619200
CE-2688,770088,9619150
CE-2691,770088,9619100
CE-2690,770088,9619050
CE-2693,770088,9619000
CE-2692,770088,9618950
CE-2679,770088,9618900
CE-2678,770088,9618850
CE-2681,770088,9618800
CE-2680,770088,9618750
CE-2683,770088,9618700
CE-2682,770088,9618650
CE-2685,770088,9618600
CE-2684,770088,9618550
CE-2640,770088,9618500
CE-2639,770088,9618450
CE-2642,770088,9618400
CE-2641,770088,9618350
CE-2644,770088,9618300
CE-2643,770088,9618250
CE-2646,770088,9618200
CE-2645,770088,9618150
CE-2632,770088,9618100
CE-2631,770088,9618050
CE-2634,770088,9618002
CE-2633,770138,9620049
CE-2636,770138,9620000
CE-2635,770138,9619950
CE-2638,770138,9619900
CE-2637,770138,9619850
CE-2656,770138,9619800
CE-2655,770138,9619750
CE-2658,770138,9619700
CE-2657,770138,9619650
CE-2660,770138,9619600
CE-2659,770138,9619550
CE-2662,770138,9619500
CE-2661,770138,9619450
CE-2648,770138,9619400
CE-2647,770138,9619350
CE-2650,770138,9619300
CE-2649,770138,9619250
CE-2652,770138,9619200
CE-2651,770138,9619150
CE-2654,770138,9619100
CE-2653,770138,9619050
CE-2608,770138,9619000
CE-2607,770138,9618950
CE-2610,770138,9618900
CE-2609,770138,9618850
CE-2612,770138,9618800
CE-2611,770138,9618750
CE-2614,770138,9618700
CE-2613,770138,9618650
CE-2600,770138,9618600
CE-2599,770138,9618550
CE-2602,770138,9618500
CE-2601,770138,9618450
CE-2604,770138,9618400
CE-2603,770138,9618350
CE-2606,770138,9618300
CE-2605,770138,9618250
CE-2624,770138,9618200
CE-2623,770138,9618150
CE-2626,770138,9618100
CE-2625,770138,9618050
CE-2628,770138,9618002
CE-2627,770188,9620049
CE-2630,770188,9620000
CE-2629,770188,9619950
CE-2616,770188,9619900
CE-2615,770188,9619850
CE-2618,770188,9619800
CE-2617,770188,9619750
CE-2620,770188,9619700
CE-2619,770188,9619650
CE-2622,770188,9619600
CE-2621,770188,9619550
CE-2576,770188,9619500
CE-2575,770188,9619450
CE-2578,770188,9619400
CE-2577,770188,9619350
CE-2580,770188,9619300
CE-2579,770188,9619250
CE-2582,770188,9619200
CE-2581,770188,9619150
CE-2568,770188,9619100
CE-2567,770188,9619050
CE-2570,770188,9619000
CE-2569,770188,9618950
CE-2572,770188,9618900
CE-2571,770188,9618850
CE-2574,770188,9618800
CE-2573,770188,9618750
CE-2592,770188,9618700
CE-2591,770188,9618650
CE-2594,770188,9618600
CE-2593,770188,9618550
CE-2596,770188,9618500
CE-2595,770188,9618450
CE-2598,770188,9618400
CE-2597,770188,9618350
CE-2584,770188,9618300
CE-2583,770188,9618250
CE-2586,770188,9618200
CE-2585,770188,9618150
CE-2588,770188,9618100
CE-2587,770188,9618050
CE-2590,770188,9618002
CE-2589,770238,9620049
CE-2544,770238,9620000
CE-2543,770238,9619950
CE-2546,770238,9619900
CE-2545,770238,9619850
CE-2548,770238,9619800
CE-2547,770238,9619750
CE-2550,770238,9619700
CE-2549,770238,9619650
CE-2536,770238,9619600
CE-2535,770238,9619550
CE-2538,770238,9619500
CE-2537,770238,9619450
CE-2540,770238,9619400
CE-2539,770238,9619350
CE-2542,770238,9619300
CE-2541,770238,9619250
CE-2560,770238,9619200
CE-2559,770238,9619150
CE-2562,770238,9619100
CE-2561,770238,9619050
CE-2564,770238,9619000
CE-2563,770238,9618950
CE-2566,770238,9618900
CE-2565,770238,9618850
CE-2552,770238,9618800
CE-2551,770238,9618750
CE-2554,770238,9618700
CE-2553,770238,9618650
CE-2556,770238,9618600
CE-2555,770238,9618550
CE-2558,770238,9618500
CE-2557,770238,9618450
CE-2512,770238,9618400
CE-2511,770238,9618350
CE-2514,770238,9618300
CE-2513,770238,9618250
CE-2516,770238,9618200
CE-2515,770238,9618150
CE-2518,770238,9618100
CE-2517,770238,9618050
CE-2504,770238,9618002
CE-2503,770288,9620049
CE-2506,770288,9620000
CE-2505,770288,9619950
CE-2508,770288,9619900
CE-2507,770288,9619850
CE-2510,770288,9619800
CE-2509,770288,9619750
CE-2528,770288,9619700
CE-2527,770288,9619650
CE-2530,770288,9619600
CE-2529,770288,9619550
CE-2532,770288,9619500
CE-2531,770288,9619450
CE-2534,770288,9619400
CE-2533,770288,9619350
CE-2520,770288,9619300
CE-2519,770288,9619250
CE-2522,770288,9619200
CE-2521,770288,9619150
CE-2524,770288,9619100
CE-2523,770288,9619050
CE-2526,770288,9619000
CE-2525,770288,9618950
CE-2480,770288,9618900
CE-2479,770288,9618850
CE-2482,770288,9618800
CE-2481,770288,9618750
CE-2484,770288,9618700
CE-2483,770288,9618650
CE-2486,770288,9618600
CE-2485,770288,9618550
CE-2472,770288,9618500
CE-2471,770288,9618450
CE-2474,770288,9618400
CE-2473,770288,9618350
CE-2476,770288,9618300
CE-2475,770288,9618250
CE-2478,770288,9618200
CE-2477,770288,9618150
CE-2496,770288,9618100
CE-2495,770288,9618050
CE-2498,770288,9618002
CE-2497,770338,9620049
CE-2500,770338,9620000
CE-2499,770338,9619950
CE-2502,770338,9619900
CE-2501,770338,9619850
CE-2488,770338,9619800
CE-2487,770338,9619750
CE-2490,770338,9619700
CE-2489,770338,9619650
CE-2492,770338,9619600
CE-2491,770338,9619550
CE-2494,770338,9619500
CE-2493,770338,9619450
CE-2448,770338,9619400
CE-2447,770338,9619350
CE-2450,770338,9619300
CE-2449,770338,9619250
CE-2452,770338,9619200
CE-2451,770338,9619150
CE-2454,770338,9619100
CE-2453,770338,9619050
CE-2440,770338,9619000
CE-2439,770338,9618950
CE-2442,770338,9618900
CE-2441,770338,9618850
CE-2444,770338,9618800
CE-2443,770338,9618750
CE-2446,770338,9618700
CE-2445,770338,9618650
CE-2464,770338,9618600
CE-2463,770338,9618550
CE-2466,770338,9618500
CE-2465,770338,9618450
CE-2468,770338,9618400
CE-2467,770338,9618350
CE-2470,770338,9618300
CE-2469,770338,9618250
CE-2456,770338,9618200
CE-2455,770338,9618150
CE-2458,770338,9618100
CE-2457,770338,9618050
CE-2460,770338,9618002
CE-2459,770388,9620049
CE-2462,770388,9620000
CE-2461,770388,9619950
CE-2416,770388,9619900
CE-2415,770388,9619850
CE-2418,770388,9619800
CE-2417,770388,9619750
CE-2420,770388,9619700
CE-2419,770388,9619650
CE-2422,770388,9619600
CE-2421,770388,9619550
CE-2408,770388,9619500
CE-2407,770388,9619450
CE-2410,770388,9619400
CE-2409,770388,9619350
CE-2412,770388,9619300
CE-2411,770388,9619250
CE-2414,770388,9619200
CE-2413,770388,9619150
CE-2432,770388,9619100
CE-2431,770388,9619050
CE-2434,770388,9619000
CE-2433,770388,9618950
CE-2436,770388,9618900
CE-2435,770388,9618850
CE-2438,770388,9618800
CE-2437,770388,9618750
CE-2424,770388,9618700
CE-2423,770388,9618650
CE-2426,770388,9618600
CE-2425,770388,9618550
CE-2428,770388,9618500
CE-2427,770388,9618450
CE-2430,770388,9618400
CE-2429,770388,9618350
CE-2384,770388,9618300
CE-2383,770388,9618250
CE-2386,770388,9618200
CE-2385,770388,9618150
CE-2388,770388,9618100
CE-2387,770388,9618050
CE-2390,770388,9618002
CE-2389,770438,9620049
CE-2376,770438,9620000
CE-2375,770438,9619950
CE-2378,770438,9619900
CE-2377,770438,9619850
CE-2380,770438,9619800
CE-2379,770438,9619750
CE-2382,770438,9619700
CE-2381,770438,9619650
CE-2400,770438,9619600
CE-2399,770438,9619550
CE-2402,770438,9619500
CE-2401,770438,9619450
CE-2404,770438,9619400
CE-2403,770438,9619350
CE-2406,770438,9619300
CE-2405,770438,9619250
CE-2392,770438,9619200
CE-2391,770438,9619150
CE-2394,770438,9619100
CE-2393,770438,9619050
CE-2396,770438,9619000
CE-2395,770438,9618950
CE-2398,770438,9618900
CE-2397,770438,9618850
CE-2352,770438,9618800
CE-2351,770438,9618750
CE-2354,770438,9618700
CE-2353,770438,9618650
CE-2356,770438,9618600
CE-2355,770438,9618550
CE-2358,770438,9618500
CE-2357,770438,9618450
CE-2344,770438,9618400
CE-2343,770438,9618350
CE-2346,770438,9618300
CE-2345,770438,9618250
CE-2348,770438,9618200
CE-2347,770438,9618150
CE-2350,770438,9618100
CE-2349,770438,9618050
CE-2368,770438,9618002
CE-2367,770488,9620049
CE-2370,770488,9620000
CE-2369,770488,9619950
CE-2372,770488,9619900
CE-2371,770488,9619850
CE-2374,770488,9619800
CE-2373,770488,9619750
CE-2360,770488,9619700
CE-2359,770488,9619650
CE-2362,770488,9619600
CE-2361,770488,9619550
CE-2364,770488,9619500
CE-2363,770488,9619450
CE-2366,770488,9619400
CE-2365,770488,9619350
CE-2320,770488,9619300
CE-2319,770488,9619250
CE-2322,770488,9619200
CE-2321,770488,9619150
CE-2324,770488,9619100
CE-2323,770488,9619050
CE-2326,770488,9619000
CE-2325,770488,9618950
CE-2312,770488,9618900
CE-2311,770488,9618850
CE-2314,770488,9618800
CE-2313,770488,9618750
CE-2316,770488,9618700
CE-2315,770488,9618650
CE-2318,770488,9618600
CE-2317,770488,9618550
CE-2336,770488,9618500
CE-2335,770488,9618450
CE-2338,770488,9618400
CE-2337,770488,9618350
CE-2340,770488,9618300
CE-2339,770488,9618250
CE-2342,770488,9618200
CE-2341,770488,9618150
CE-2328,770488,9618100
CE-2327,770488,9618050
CE-2330,770488,9618002
CE-2329,770538,9620049
CE-2332,770538,9620000
CE-2331,770538,9619950
CE-2334,770538,9619900
CE-2333,770538,9619850
CE-2288,770538,9619800
CE-2287,770538,9619750
CE-2290,770538,9619700
CE-2289,770538,9619650
CE-2292,770538,9619600
CE-2291,770538,9619550
CE-2294,770538,9619500
CE-2293,770538,9619450
CE-2280,770538,9619400
CE-2279,770538,9619350
CE-2282,770538,9619300
CE-2281,770538,9619250
CE-2284,770538,9619200
CE-2283,770538,9619150
CE-2286,770538,9619100
CE-2285,770538,9619050
CE-2304,770538,9619000
CE-2303,770538,9618950
CE-2306,770538,9618900
CE-2305,770538,9618850
CE-2308,770538,9618800
CE-2307,770538,9618750
CE-2310,770538,9618700
CE-2309,770538,9618650
CE-2296,770538,9618600
CE-2295,770538,9618550
CE-2298,770538,9618500
CE-2297,770538,9618450
CE-2300,770538,9618400
CE-2299,770538,9618350
CE-2302,770538,9618300
CE-2301,770538,9618250
CE-2256,770538,9618200
CE-2255,770538,9618150
CE-2258,770538,9618100
CE-2257,770538,9618050
CE-2260,770538,9618002
CE-2259,770588,9620049
CE-2262,770588,9620000
CE-2261,770588,9619950
CE-2248,770588,9619900
CE-2247,770588,9619850
CE-2250,770588,9619800
CE-2249,770588,9619750
CE-2252,770588,9619700
CE-2251,770588,9619650
CE-2254,770588,9619600
CE-2253,770588,9619550
CE-2272,770588,9619500
CE-2271,770588,9619450
CE-2274,770588,9619400
CE-2273,770588,9619350
CE-2276,770588,9619300
CE-2275,770588,9619250
CE-2278,770588,9619200
CE-2277,770588,9619150
CE-2264,770588,9619100
CE-2263,770588,9619050
CE-2266,770588,9619000
CE-2265,770588,9618950
CE-2268,770588,9618900
CE-2267,770588,9618850
CE-2270,770588,9618800
CE-2269,770588,9618750
CE-2224,770588,9618700
CE-2223,770588,9618650
CE-2226,770588,9618600
CE-2225,770588,9618550
CE-2228,770588,9618500
CE-2227,770588,9618450
CE-2230,770588,9618400
CE-2229,770588,9618350
CE-2216,770588,9618300
CE-2215,770588,9618250
CE-2218,770588,9618200
CE-2217,770588,9618150
CE-2220,770588,9618100
CE-2219,770588,9618050
CE-2222,770588,9618002
CE-2221,770638,9620049
CE-2240,770638,9620000
CE-2239,770638,9619950
CE-2242,770638,9619900
CE-2241,770638,9619850
CE-2244,770638,9619800
CE-2243,770638,9619750
CE-2246,770638,9619700
CE-2245,770638,9619650
CE-2232,770638,9619600
CE-2231,770638,9619550
CE-2234,770638,9619500
CE-2233,770638,9619450
CE-2236,770638,9619400
CE-2235,770638,9619350
CE-2238,770638,9619300
CE-2237,770638,9619250
CE-2192,770638,9619200
CE-2191,770638,9619150
CE-2194,770638,9619100
CE-2193,770638,9619050
CE-2196,770638,9619000
CE-2195,770638,9618950
CE-2198,770638,9618900
CE-2197,770638,9618850
CE-2184,770638,9618800
CE-2183,770638,9618750
CE-2186,770638,9618700
CE-2185,770638,9618650
CE-2188,770638,9618600
CE-2187,770638,9618550
CE-2190,770638,9618500
CE-2189,770638,9618450
CE-2208,770638,9618400
CE-2207,770638,9618350
CE-2210,770638,9618300
CE-2209,770638,9618250
CE-2212,770638,9618200
CE-2211,770638,9618150
CE-2214,770638,9618100
CE-2213,770638,9618050
CE-2200,770638,9618002
CE-2199,770688,9620049
CE-2202,770688,9620000
CE-2201,770688,9619950
CE-2204,770688,9619900
CE-2203,770688,9619850
CE-2206,770688,9619800
CE-2205,770688,9619750
CE-3183,770688,9619700
CE-3182,770688,9619650
CE-3185,770688,9619600
CE-3184,770688,9619550
CE-3187,770688,9619500
CE-3186,770688,9619450
CE-3189,770688,9619400
CE-3188,770688,9619350
CE-3175,770688,9619300
CE-3174,770688,9619250
CE-3177,770688,9619200
CE-3176,770688,9619150
CE-3179,770688,9619100
CE-3178,770688,9619050
CE-3181,770688,9619000
CE-3180,770688,9618950
CE-3199,770688,9618900
CE-3198,770688,9618850
CE-3201,770688,9618800
CE-3200,770688,9618750
CE-3203,770688,9618700
CE-3202,770688,9618650
CE-3205,770688,9618600
CE-3204,770688,9618550
CE-3191,770688,9618500
CE-3190,770688,9618450
CE-3193,770688,9618400
CE-3192,770688,9618350
CE-3195,770688,9618300
CE-3194,770688,9618250
CE-3197,770688,9618200
CE-3196,770688,9618150
CE-3151,770688,9618100
CE-3150,770688,9618050
CE-3153,770688,9618002
CE-3152,770738,9620049
CE-3155,770738,9620000
CE-3154,770738,9619950
CE-3157,770738,9619900
CE-3156,770738,9619850
CE-3143,770738,9619800
CE-3142,770738,9619750
CE-3145,770738,9619700
CE-3144,770738,9619650
CE-3147,770738,9619600
CE-3146,770738,9619550
CE-3149,770738,9619500
CE-3148,770738,9619450
CE-3167,770738,9619400
CE-3166,770738,9619350
CE-3169,770738,9619300
CE-3168,770738,9619250
CE-3171,770738,9619200
CE-3170,770738,9619150
CE-3173,770738,9619100
CE-3172,770738,9619050
CE-3159,770738,9619000
CE-3158,770738,9618950
CE-3161,770738,9618900
CE-3160,770738,9618850
CE-3163,770738,9618800
CE-3162,770738,9618750
CE-3165,770738,9618700
CE-3164,770738,9618650
CE-3119,770738,9618600
CE-3118,770738,9618550
CE-3121,770738,9618500
CE-3120,770738,9618450
CE-3123,770738,9618400
CE-3122,770738,9618350
CE-3125,770738,9618300
CE-3124,770738,9618250
CE-3111,770738,9618200
CE-3110,770738,9618150
CE-3113,770738,9618100
CE-3112,770738,9618050
CE-3115,770738,9618002
CE-3114,770788,9620049
CE-3117,770788,9620000
CE-3116,770788,9619950
CE-3135,770788,9619900
CE-3134,770788,9619850
CE-3137,770788,9619800
CE-3136,770788,9619750
CE-3139,770788,9619700
CE-3138,770788,9619650
CE-3141,770788,9619600
CE-3140,770788,9619550
CE-3127,770788,9619500
CE-3126,770788,9619450
CE-3129,770788,9619400
CE-3128,770788,9619350
CE-3131,770788,9619300
CE-3130,770788,9619250
CE-3133,770788,9619200
CE-3132,770788,9619150
CE-3087,770788,9619100
CE-3086,770788,9619050
CE-3089,770788,9619000
CE-3088,770788,9618950
CE-3091,770788,9618900
CE-3090,770788,9618850
CE-3093,770788,9618800
CE-3092,770788,9618750
CE-3079,770788,9618700
CE-3078,770788,9618650
CE-3081,770788,9618600
CE-3080,770788,9618550
CE-3083,770788,9618500
CE-3082,770788,9618450
CE-3085,770788,9618400
CE-3084,770788,9618350
CE-3103,770788,9618300
CE-3102,770788,9618250
CE-3105,770788,9618200
CE-3104,770788,9618150
CE-3107,770788,9618100
CE-3106,770788,9618050
CE-3109,770788,9618002
CE-3108,770838,9620049
CE-3095,770838,9620000
CE-3094,770838,9619950
CE-3097,770838,9619900
CE-3096,770838,9619850
CE-3099,770838,9619800
CE-3098,770838,9619750
CE-3101,770838,9619700
CE-3100,770838,9619650
CE-3055,770838,9619600
CE-3054,770838,9619550
CE-3057,770838,9619500
CE-3056,770838,9619450
CE-3059,770838,9619400
CE-3058,770838,9619350
CE-3061,770838,9619300
CE-3060,770838,9619250
CE-3047,770838,9619200
CE-3046,770838,9619150
CE-3049,770838,9619100
CE-3048,770838,9619050
CE-3051,770838,9619000
CE-3050,770838,9618950
CE-3053,770838,9618900
CE-3052,770838,9618850
CE-3071,770838,9618800
CE-3070,770838,9618750
CE-3073,770838,9618700
CE-3072,770838,9618650
CE-3075,770838,9618600
CE-3074,770838,9618550
CE-3077,770838,9618500
CE-3076,770838,9618450
CE-3063,770838,9618400
CE-3062,770838,9618350
CE-3065,770838,9618300
CE-3064,770838,9618250
CE-3067,770838,9618200
CE-3066,770838,9618150
CE-3069,770838,9618100
CE-3068,770838,9618050
CE-3023,770838,9618002
CE-3022,770888,9620049
CE-3025,770888,9620000
CE-3024,770888,9619950
CE-3027,770888,9619900
CE-3026,770888,9619850
CE-3029,770888,9619800
CE-3028,770888,9619750
CE-3015,770888,9619700
CE-3014,770888,9619650
CE-3017,770888,9619600
CE-3016,770888,9619550
CE-3019,770888,9619500
CE-3018,770888,9619450
CE-3021,770888,9619400
CE-3020,770888,9619350
CE-3039,770888,9619300
CE-3038,770888,9619250
CE-3041,770888,9619200
CE-3040,770888,9619150
CE-3043,770888,9619100
CE-3042,770888,9619050
CE-3045,770888,9619000
CE-3044,770888,9618950
CE-3031,770888,9618900
CE-3030,770888,9618850
CE-3033,770888,9618800
CE-3032,770888,9618750
CE-3035,770888,9618700
CE-3034,770888,9618650
CE-3037,770888,9618600
CE-3036,770888,9618550
CE-2991,770888,9618500
CE-2990,770888,9618450
CE-2993,770888,9618400
CE-2992,770888,9618350
CE-2995,770888,9618300
CE-2994,770888,9618250
CE-2997,770888,9618200
CE-2996,770888,9618150
CE-2983,770888,9618100
CE-2982,770888,9618050
CE-2985,770888,9618002
CE-2984,770938,9620049
CE-2987,770938,9620000
CE-2986,770938,9619950
CE-2989,770938,9619900
CE-2988,770938,9619850
CE-3007,770938,9619800
CE-3006,770938,9619750
CE-3009,770938,9619700
CE-3008,770938,9619650
CE-3011,770938,9619600
CE-3010,770938,9619550
CE-3013,770938,9619500
CE-3012,770938,9619450
CE-2999,770938,9619400
CE-2998,770938,9619350
CE-3001,770938,9619300
CE-3000,770938,9619250
CE-3003,770938,9619200
CE-3002,770938,9619150
CE-3005,770938,9619100
CE-3004,770938,9619050
CE-2959,770938,9619000
CE-2958,770938,9618950
CE-2961,770938,9618900
CE-2960,770938,9618850
CE-2963,770938,9618800
CE-2962,770938,9618750
CE-2965,770938,9618700
CE-2964,770938,9618650
CE-2951,770938,9618600
CE-2950,770938,9618550
CE-2953,770938,9618500
CE-2952,770938,9618450
CE-2955,770938,9618400
CE-2954,770938,9618350
CE-2957,770938,9618300
CE-2956,770938,9618250
CE-2975,770938,9618200
CE-2974,770938,9618150
CE-2977,770938,9618100
CE-2976,770938,9618050
CE-2979,770938,9618002
CE-2978,770988,9620049
CE-2981,770988,9620000
CE-2980,770988,9619950
CE-2967,770988,9619900
CE-2966,770988,9619850
CE-2969,770988,9619800
CE-2968,770988,9619750
CE-2971,770988,9619700
CE-2970,770988,9619650
CE-2973,770988,9619600
CE-2972,770988,9619550
CE-2927,770988,9619500
CE-2926,770988,9619450
CE-2929,770988,9619400
CE-2928,770988,9619350
CE-2931,770988,9619300
CE-2930,770988,9619250
CE-2933,770988,9619200
CE-2932,770988,9619150
CE-2919,770988,9619100
CE-2918,770988,9619050
CE-2921,770988,9619000
CE-2920,770988,9618950
CE-2923,770988,9618900
CE-2922,770988,9618850
CE-2925,770988,9618800
CE-2924,770988,9618750
CE-2943,770988,9618700
CE-2942,770988,9618650
CE-2945,770988,9618600
CE-2944,770988,9618550
CE-2947,770988,9618500
CE-2946,770988,9618450
CE-2949,770988,9618400
CE-2948,770988,9618350
CE-2935,770988,9618300
CE-2934,770988,9618250
CE-2937,770988,9618200
CE-2936,770988,9618150
CE-2939,770988,9618100
CE-2938,770988,9618050
CE-2941,770988,9618002
CE-2940,771038,9620049
CE-2895,771038,9620000
CE-2894,771038,9619950
CE-2897,771038,9619900
CE-2896,771038,9619850
CE-2899,771038,9619800
CE-2898,771038,9619750
CE-2901,771038,9619700
CE-2900,771038,9619650
CE-2887,771038,9619600
CE-2886,771038,9619550
CE-2889,771038,9619500
CE-2888,771038,9619450
CE-2891,771038,9619400
CE-2890,771038,9619350
CE-2893,771038,9619300
CE-2892,771038,9619250
CE-2911,771038,9619200
CE-2910,771038,9619150
CE-2913,771038,9619100
CE-2912,771038,9619050
CE-2915,771038,9619000
CE-2914,771038,9618950
CE-2917,771038,9618900
CE-2916,771038,9618850
