hole_id,depth,dip,azimuth
WE-0865,21.39,-90.0,0.0
WE-0868,15.59,-90.0,0.0
WE-0867,10.73,-90.0,0.0
WE-0870,16.99,-90.0,0.0
WE-0869,13.18,-90.0,0.0
WE-0856,12.32,-90.0,0.0
WE-0855,12.67,-90.0,0.0
WE-0858,19.35,-90.0,0.0
WE-0857,20.27,-90.0,0.0
WE-0860,16.96,-90.0,0.0
WE-0859,18.7,-90.0,0.0
WE-0862,19.95,-90.0,0.0
WE-0861,22.03,-90.0,0.0
WE-0816,11.4,-90.0,0.0
WE-0815,24.38,-90.0,0.0
WE-0818,16.16,-90.0,0.0
WE-0817,12.23,-90.0,0.0
WE-0820,17.89,-90.0,0.0
WE-0819,19.22,-90.0,0.0
WE-0822,24.73,-90.0,0.0
WE-0821,12.41,-90.0,0.0
WE-0808,11.73,-90.0,0.0
WE-0807,18.44,-90.0,0.0
WE-0810,19.51,-90.0,0.0
WE-0809,23.25,-90.0,0.0
WE-0812,10.04,-90.0,0.0
WE-0811,17.12,-90.0,0.0
WE-0814,11.89,-90.0,0.0
WE-0813,20.77,-90.0,0.0
WE-0832,15.1,-90.0,0.0
WE-0831,16.84,-90.0,0.0
WE-0834,10.49,-90.0,0.0
WE-0833,20.91,-90.0,0.0
WE-0836,16.92,-90.0,0.0
WE-0835,17.34,-90.0,0.0
WE-0838,19.38,-90.0,0.0
WE-0837,13.34,-90.0,0.0
WE-0824,18.57,-90.0,0.0
WE-0823,23.06,-90.0,0.0
WE-0826,24.64,-90.0,0.0
WE-0825,22.77,-90.0,0.0
WE-0828,17.31,-90.0,0.0
WE-0827,19.89,-90.0,0.0
WE-0830,17.87,-90.0,0.0
WE-0829,8.18,-90.0,0.0
WE-0784,12.85,-90.0,0.0
WE-0783,22.89,-90.0,0.0
WE-0786,15.05,-90.0,0.0
WE-0785,18.62,-90.0,0.0
WE-0788,17.02,-90.0,0.0
WE-0787,20.51,-90.0,0.0
WE-0790,15.99,-90.0,0.0
WE-0789,24.61,-90.0,0.0
WE-0776,10.59,-90.0,0.0
WE-0775,15.15,-90.0,0.0
WE-0778,21.59,-90.0,0.0
WE-0777,20.45,-90.0,0.0
WE-0780,15.67,-90.0,0.0
WE-0779,17.72,-90.0,0.0
WE-0782,23.74,-90.0,0.0
WE-0781,13.26,-90.0,0.0
WE-0800,22.04,-90.0,0.0
WE-0799,23.45,-90.0,0.0
WE-0802,22.37,-90.0,0.0
WE-0801,22.44,-90.0,0.0
WE-0804,22.91,-90.0,0.0
WE-0803,10.18,-90.0,0.0
WE-0806,8.72,-90.0,0.0
WE-0805,12.48,-90.0,0.0
WE-0792,11.14,-90.0,0.0
WE-0791,14.15,-90.0,0.0
WE-0794,17.55,-90.0,0.0
WE-0793,22.32,-90.0,0.0
WE-0796,15.37,-90.0,0.0
WE-0795,23.44,-90.0,0.0
WE-0798,11.08,-90.0,0.0
WE-0797,19.15,-90.0,0.0
WE-0240,15.12,-90.0,0.0
WE-0239,15.4,-90.0,0.0
WE-0242,19.39,-90.0,0.0
WE-0241,24.73,-90.0,0.0
WE-0244,24.34,-90.0,0.0
WE-0243,22.16,-90.0,0.0
WE-0246,12.69,-90.0,0.0
WE-0245,15.12,-90.0,0.0
WE-0232,24.2,-90.0,0.0
WE-0231,24.07,-90.0,0.0
WE-0234,19.91,-90.0,0.0
WE-0233,22.38,-90.0,0.0
WE-0236,24.54,-90.0,0.0
WE-0235,15.39,-90.0,0.0
WE-0238,21.46,-90.0,0.0
WE-0237,11.53,-90.0,0.0
WE-0256,11.01,-90.0,0.0
WE-0255,13.67,-90.0,0.0
WE-0258,5.18,-90.0,0.0
WE-0257,9.6,-90.0,0.0
WE-0260,13.69,-90.0,0.0
WE-0259,11.69,-90.0,0.0
WE-0262,15.87,-90.0,0.0
WE-0261,20.87,-90.0,0.0
WE-0248,20.87,-90.0,0.0
WE-0247,17.42,-90.0,0.0
WE-0250,13.0,-90.0,0.0
WE-0249,24.62,-90.0,0.0
WE-0252,20.25,-90.0,0.0
WE-0251,24.65,-90.0,0.0
WE-0254,24.28,-90.0,0.0
WE-0253,15.73,-90.0,0.0
WE-0208,18.93,-90.0,0.0
WE-0207,20.01,-90.0,0.0
WE-0210,17.69,-90.0,0.0
WE-0209,20.25,-90.0,0.0
WE-0212,17.95,-90.0,0.0
WE-0211,13.41,-90.0,0.0
WE-0214,24.09,-90.0,0.0
WE-0213,16.64,-90.0,0.0
WE-0200,22.45,-90.0,0.0
WE-0199,16.64,-90.0,0.0
WE-0202,9.59,-90.0,0.0
WE-0201,22.91,-90.0,0.0
WE-0204,17.52,-90.0,0.0
WE-0203,22.25,-90.0,0.0
WE-0206,8.01,-90.0,0.0
WE-0205,10.55,-90.0,0.0
WE-0224,24.72,-90.0,0.0
WE-0223,10.27,-90.0,0.0
WE-0226,23.36,-90.0,0.0
WE-0225,17.8,-90.0,0.0
WE-0228,18.05,-90.0,0.0
WE-0227,21.99,-90.0,0.0
WE-0230,24.32,-90.0,0.0
WE-0229,19.7,-90.0,0.0
WE-0216,23.16,-90.0,0.0
WE-0215,23.15,-90.0,0.0
WE-0218,16.11,-90.0,0.0
WE-0217,14.42,-90.0,0.0
WE-0220,18.86,-90.0,0.0
WE-0219,22.06,-90.0,0.0
WE-0222,23.81,-90.0,0.0
WE-0221,14.14,-90.0,0.0
WE-0176,19.88,-90.0,0.0
WE-0175,18.18,-90.0,0.0
WE-0178,22.17,-90.0,0.0
WE-0177,12.09,-90.0,0.0
WE-0180,9.02,-90.0,0.0
WE-0179,23.38,-90.0,0.0
WE-0182,15.82,-90.0,0.0
WE-0181,20.31,-90.0,0.0
WE-0168,17.58,-90.0,0.0
WE-0167,15.07,-90.0,0.0
WE-0170,19.8,-90.0,0.0
WE-0169,17.96,-90.0,0.0
WE-0172,23.25,-90.0,0.0
WE-0171,9.6,-90.0,0.0
WE-0174,16.48,-90.0,0.0
WE-0173,24.95,-90.0,0.0
WE-0192,21.02,-90.0,0.0
WE-0191,18.37,-90.0,0.0
WE-0194,21.23,-90.0,0.0
WE-0193,15.0,-90.0,0.0
WE-0196,10.34,-90.0,0.0
WE-0195,19.04,-90.0,0.0
WE-0198,17.35,-90.0,0.0
WE-0197,21.35,-90.0,0.0
WE-0184,12.08,-90.0,0.0
WE-0183,12.3,-90.0,0.0
WE-0186,18.85,-90.0,0.0
WE-0185,14.52,-90.0,0.0
WE-0188,17.71,-90.0,0.0
WE-0187,24.3,-90.0,0.0
WE-0190,24.11,-90.0,0.0
WE-0189,18.96,-90.0,0.0
WE-0144,18.9,-90.0,0.0
WE-0143,13.87,-90.0,0.0
WE-0146,17.31,-90.0,0.0
WE-0145,24.11,-90.0,0.0
WE-0148,19.58,-90.0,0.0
WE-0147,24.85,-90.0,0.0
WE-0150,21.51,-90.0,0.0
WE-0149,24.98,-90.0,0.0
WE-0136,16.63,-90.0,0.0
WE-0135,20.57,-90.0,0.0
WE-0138,21.96,-90.0,0.0
WE-0137,20.22,-90.0,0.0
WE-0140,21.93,-90.0,0.0
WE-0139,11.51,-90.0,0.0
WE-0142,8.83,-90.0,0.0
WE-0141,23.9,-90.0,0.0
WE-0160,24.22,-90.0,0.0
WE-0159,11.17,-90.0,0.0
WE-0162,22.73,-90.0,0.0
WE-0161,17.13,-90.0,0.0
WE-0164,17.91,-90.0,0.0
WE-0163,15.98,-90.0,0.0
WE-0166,22.42,-90.0,0.0
WE-0165,22.81,-90.0,0.0
WE-0152,21.92,-90.0,0.0
WE-0151,16.17,-90.0,0.0
WE-0154,21.77,-90.0,0.0
WE-0153,11.59,-90.0,0.0
WE-0156,20.31,-90.0,0.0
WE-0155,21.12,-90.0,0.0
WE-0158,21.0,-90.0,0.0
WE-0157,19.26,-90.0,0.0
WE-0112,16.13,-90.0,0.0
WE-0111,10.45,-90.0,0.0
WE-0114,5.73,-90.0,0.0
WE-0113,7.3,-90.0,0.0
WE-0116,9.78,-90.0,0.0
WE-0115,17.91,-90.0,0.0
WE-0118,20.8,-90.0,0.0
WE-0117,15.71,-90.0,0.0
WE-0104,14.04,-90.0,0.0
WE-0103,17.77,-90.0,0.0
WE-0106,14.89,-90.0,0.0
WE-0105,16.81,-90.0,0.0
WE-0108,14.46,-90.0,0.0
WE-0107,22.27,-90.0,0.0
WE-0110,22.94,-90.0,0.0
WE-0109,24.02,-90.0,0.0
WE-0128,20.39,-90.0,0.0
WE-0127,23.53,-90.0,0.0
WE-0130,24.55,-90.0,0.0
WE-0129,14.7,-90.0,0.0
WE-0132,22.54,-90.0,0.0
WE-0131,18.58,-90.0,0.0
WE-0134,9.7,-90.0,0.0
WE-0133,13.8,-90.0,0.0
WE-0120,15.48,-90.0,0.0
WE-0119,21.62,-90.0,0.0
WE-0122,17.62,-90.0,0.0
WE-0121,23.56,-90.0,0.0
WE-0124,21.08,-90.0,0.0
WE-0123,16.79,-90.0,0.0
WE-0126,17.14,-90.0,0.0
WE-0125,24.4,-90.0,0.0
WE-0080,19.4,-90.0,0.0
WE-0079,14.75,-90.0,0.0
WE-0082,17.85,-90.0,0.0
WE-0081,22.56,-90.0,0.0
WE-0084,16.99,-90.0,0.0
WE-0083,11.39,-90.0,0.0
WE-0086,20.96,-90.0,0.0
WE-0085,22.04,-90.0,0.0
WE-0072,23.67,-90.0,0.0
WE-0071,7.97,-90.0,0.0
WE-0074,24.28,-90.0,0.0
WE-0073,24.0,-90.0,0.0
WE-0076,20.64,-90.0,0.0
WE-0075,20.83,-90.0,0.0
WE-0078,17.97,-90.0,0.0
WE-0077,17.32,-90.0,0.0
WE-0096,15.2,-90.0,0.0
WE-0095,23.43,-90.0,0.0
WE-0098,15.38,-90.0,0.0
WE-0097,11.93,-90.0,0.0
WE-0100,20.99,-90.0,0.0
WE-0099,19.84,-90.0,0.0
WE-0102,23.38,-90.0,0.0
WE-0101,20.99,-90.0,0.0
WE-0088,22.78,-90.0,0.0
WE-0087,24.57,-90.0,0.0
WE-0090,12.71,-90.0,0.0
WE-0089,12.28,-90.0,0.0
WE-0092,13.38,-90.0,0.0
WE-0091,16.24,-90.0,0.0
WE-0094,20.06,-90.0,0.0
WE-0093,21.45,-90.0,0.0
WE-0048,14.19,-90.0,0.0
WE-0047,23.4,-90.0,0.0
WE-0050,24.19,-90.0,0.0
WE-0049,17.76,-90.0,0.0
WE-0052,13.87,-90.0,0.0
WE-0051,20.27,-90.0,0.0
WE-0054,23.34,-90.0,0.0
WE-0053,21.7,-90.0,0.0
WE-0040,22.15,-90.0,0.0
WE-0039,19.67,-90.0,0.0
WE-0042,19.35,-90.0,0.0
WE-0041,9.94,-90.0,0.0
WE-0044,13.78,-90.0,0.0
WE-0043,14.87,-90.0,0.0
WE-0046,9.84,-90.0,0.0
WE-0045,10.37,-90.0,0.0
WE-0064,18.64,-90.0,0.0
WE-0063,21.53,-90.0,0.0
WE-0066,16.33,-90.0,0.0
WE-0065,21.9,-90.0,0.0
WE-0068,14.37,-90.0,0.0
WE-0067,12.11,-90.0,0.0
WE-0070,16.21,-90.0,0.0
WE-0069,24.2,-90.0,0.0
WE-0056,23.44,-90.0,0.0
WE-0055,19.3,-90.0,0.0
WE-0058,19.74,-90.0,0.0
WE-0057,24.61,-90.0,0.0
WE-0060,17.53,-90.0,0.0
WE-0059,15.85,-90.0,0.0
WE-0062,13.88,-90.0,0.0
WE-0061,13.33,-90.0,0.0
WE-0016,8.87,-90.0,0.0
WE-0015,10.82,-90.0,0.0
WE-0018,13.47,-90.0,0.0
WE-0017,7.75,-90.0,0.0
WE-0020,11.88,-90.0,0.0
WE-0019,8.36,-90.0,0.0
WE-0022,12.99,-90.0,0.0
WE-0021,17.37,-90.0,0.0
WE-0008,15.49,-90.0,0.0
WE-0007,12.62,-90.0,0.0
WE-0010,8.63,-90.0,0.0
WE-0009,23.87,-90.0,0.0
WE-0012,23.14,-90.0,0.0
WE-0011,17.21,-90.0,0.0
WE-0014,22.1,-90.0,0.0
WE-0013,18.01,-90.0,0.0
WE-0032,24.02,-90.0,0.0
WE-0031,24.28,-90.0,0.0
WE-0034,17.99,-90.0,0.0
WE-0033,18.54,-90.0,0.0
WE-0036,20.94,-90.0,0.0
WE-0035,15.62,-90.0,0.0
WE-0038,19.79,-90.0,0.0
WE-0037,21.21,-90.0,0.0
WE-0024,22.45,-90.0,0.0
WE-0023,11.67,-90.0,0.0
WE-0026,9.0,-90.0,0.0
WE-0025,6.76,-90.0,0.0
WE-0028,8.08,-90.0,0.0
WE-0027,10.77,-90.0,0.0
WE-0030,7.45,-90.0,0.0
WE-0029,8.72,-90.0,0.0
WE-0002,13.91,-90.0,0.0
WE-0001,10.25,-90.0,0.0
WE-0004,11.95,-90.0,0.0
WE-0003,10.54,-90.0,0.0
WE-0006,11.86,-90.0,0.0
WE-0005,8.93,-90.0,0.0
CE-2671,23.94,-90.0,0.0
CE-2673,15.61,-90.0,0.0
CE-2672,23.02,-90.0,0.0
CE-2675,24.7,-90.0,0.0
CE-2674,22.31,-90.0,0.0
CE-2677,20.94,-90.0,0.0
CE-2676,15.4,-90.0,0.0
CE-2664,19.94,-90.0,0.0
CE-2663,19.52,-90.0,0.0
CE-2666,23.8,-90.0,0.0
CE-2665,22.73,-90.0,0.0
CE-2668,22.48,-90.0,0.0
CE-2667,15.65,-90.0,0.0
CE-2670,24.93,-90.0,0.0
CE-2669,10.45,-90.0,0.0
CE-2687,22.93,-90.0,0.0
CE-2686,20.64,-90.0,0.0
CE-2689,17.25,-90.0,0.0
CE-2688,15.02,-90.0,0.0
CE-2691,13.09,-90.0,0.0
CE-2690,9.55,-90.0,0.0
CE-2693,11.45,-90.0,0.0
CE-2692,8.82,-90.0,0.0
CE-2679,12.24,-90.0,0.0
CE-2678,10.54,-90.0,0.0
CE-2681,9.41,-90.0,0.0
CE-2680,9.86,-90.0,0.0
CE-2683,9.55,-90.0,0.0
CE-2682,12.05,-90.0,0.0
CE-2685,11.25,-90.0,0.0
CE-2684,7.58,-90.0,0.0
CE-2640,9.58,-90.0,0.0
CE-2639,11.91,-90.0,0.0
CE-2642,9.45,-90.0,0.0
CE-2641,11.38,-90.0,0.0
CE-2644,24.72,-90.0,0.0
CE-2643,11.85,-90.0,0.0
CE-2646,19.18,-90.0,0.0
CE-2645,24.17,-90.0,0.0
CE-2632,20.02,-90.0,0.0
CE-2631,21.17,-90.0,0.0
CE-2634,24.92,-90.0,0.0
CE-2633,17.26,-90.0,0.0
CE-2636,22.09,-90.0,0.0
CE-2635,20.31,-90.0,0.0
CE-2638,18.1,-90.0,0.0
CE-2637,21.85,-90.0,0.0
CE-2656,9.64,-90.0,0.0
CE-2655,24.62,-90.0,0.0
CE-2658,20.73,-90.0,0.0
CE-2657,21.79,-90.0,0.0
CE-2660,12.05,-90.0,0.0
CE-2659,17.68,-90.0,0.0
CE-2662,21.95,-90.0,0.0
CE-2661,15.75,-90.0,0.0
CE-2648,9.33,-90.0,0.0
CE-2647,22.51,-90.0,0.0
CE-2650,18.09,-90.0,0.0
CE-2649,21.41,-90.0,0.0
CE-2652,19.75,-90.0,0.0
CE-2651,23.57,-90.0,0.0
CE-2654,10.92,-90.0,0.0
CE-2653,5.74,-90.0,0.0
CE-2608,12.36,-90.0,0.0
CE-2607,13.91,-90.0,0.0
CE-2610,13.14,-90.0,0.0
CE-2609,12.17,-90.0,0.0
CE-2612,12.69,-90.0,0.0
CE-2611,11.3,-90.0,0.0
CE-2614,11.32,-90.0,0.0
CE-2613,6.98,-90.0,0.0
CE-2600,13.96,-90.0,0.0
CE-2599,8.58,-90.0,0.0
CE-2602,12.53,-90.0,0.0
CE-2601,6.4,-90.0,0.0
CE-2604,17.73,-90.0,0.0
CE-2603,12.62,-90.0,0.0
CE-2606,23.6,-90.0,0.0
CE-2605,9.22,-90.0,0.0
CE-2624,9.57,-90.0,0.0
CE-2623,21.38,-90.0,0.0
CE-2626,19.39,-90.0,0.0
CE-2625,21.52,-90.0,0.0
CE-2628,23.35,-90.0,0.0
CE-2627,24.76,-90.0,0.0
CE-2630,16.11,-90.0,0.0
CE-2629,16.1,-90.0,0.0
CE-2616,16.1,-90.0,0.0
CE-2615,12.77,-90.0,0.0
CE-2618,21.2,-90.0,0.0
CE-2617,24.45,-90.0,0.0
CE-2620,17.39,-90.0,0.0
CE-2619,19.15,-90.0,0.0
CE-2622,17.85,-90.0,0.0
CE-2621,20.2,-90.0,0.0
CE-2576,24.46,-90.0,0.0
CE-2575,19.33,-90.0,0.0
CE-2578,22.88,-90.0,0.0
CE-2577,20.63,-90.0,0.0
CE-2580,15.22,-90.0,0.0
CE-2579,13.09,-90.0,0.0
CE-2582,21.66,-90.0,0.0
CE-2581,17.29,-90.0,0.0
CE-2568,9.01,-90.0,0.0
CE-2567,8.35,-90.0,0.0
CE-2570,11.13,-90.0,0.0
CE-2569,7.14,-90.0,0.0
CE-2572,9.24,-90.0,0.0
CE-2571,9.94,-90.0,0.0
CE-2574,10.06,-90.0,0.0
CE-2573,11.52,-90.0,0.0
CE-2592,9.65,-90.0,0.0
CE-2591,12.26,-90.0,0.0
CE-2594,13.47,-90.0,0.0
CE-2593,9.18,-90.0,0.0
CE-2596,13.54,-90.0,0.0
CE-2595,9.66,-90.0,0.0
CE-2598,22.04,-90.0,0.0
CE-2597,17.48,-90.0,0.0
CE-2584,24.7,-90.0,0.0
CE-2583,23.22,-90.0,0.0
CE-2586,18.47,-90.0,0.0
CE-2585,24.79,-90.0,0.0
CE-2588,19.19,-90.0,0.0
CE-2587,21.68,-90.0,0.0
CE-2590,22.32,-90.0,0.0
CE-2589,11.95,-90.0,0.0
CE-2544,19.53,-90.0,0.0
CE-2543,24.12,-90.0,0.0
CE-2546,15.19,-90.0,0.0
CE-2545,18.97,-90.0,0.0
CE-2548,19.37,-90.0,0.0
CE-2547,17.59,-90.0,0.0
CE-2550,18.72,-90.0,0.0
CE-2549,17.65,-90.0,0.0
CE-2536,20.47,-90.0,0.0
CE-2535,16.07,-90.0,0.0
CE-2538,17.11,-90.0,0.0
CE-2537,21.59,-90.0,0.0
CE-2540,15.95,-90.0,0.0
CE-2539,19.95,-90.0,0.0
CE-2542,24.56,-90.0,0.0
CE-2541,14.19,-90.0,0.0
CE-2560,17.22,-90.0,0.0
CE-2559,21.65,-90.0,0.0
CE-2562,9.34,-90.0,0.0
CE-2561,13.71,-90.0,0.0
CE-2564,12.64,-90.0,0.0
CE-2563,11.43,-90.0,0.0
CE-2566,8.22,-90.0,0.0
CE-2565,10.66,-90.0,0.0
CE-2552,13.83,-90.0,0.0
CE-2551,10.23,-90.0,0.0
CE-2554,10.14,-90.0,0.0
CE-2553,12.39,-90.0,0.0
CE-2556,12.65,-90.0,0.0
CE-2555,12.73,-90.0,0.0
CE-2558,11.13,-90.0,0.0
CE-2557,13.37,-90.0,0.0
CE-2512,23.63,-90.0,0.0
CE-2511,18.52,-90.0,0.0
CE-2514,9.69,-90.0,0.0
CE-2513,23.74,-90.0,0.0
CE-2516,17.22,-90.0,0.0
CE-2515,17.13,-90.0,0.0
CE-2518,21.03,-90.0,0.0
CE-2517,18.05,-90.0,0.0
CE-2504,21.96,-90.0,0.0
CE-2503,20.56,-90.0,0.0
CE-2506,21.37,-90.0,0.0
CE-2505,24.29,-90.0,0.0
CE-2508,17.99,-90.0,0.0
CE-2507,20.1,-90.0,0.0
CE-2510,23.21,-90.0,0.0
CE-2509,10.56,-90.0,0.0
CE-2528,23.95,-90.0,0.0
CE-2527,20.31,-90.0,0.0
CE-2530,13.36,-90.0,0.0
CE-2529,23.83,-90.0,0.0
CE-2532,22.06,-90.0,0.0
CE-2531,23.99,-90.0,0.0
CE-2534,21.36,-90.0,0.0
CE-2533,16.2,-90.0,0.0
CE-2520,15.79,-90.0,0.0
CE-2519,14.53,-90.0,0.0
CE-2522,21.23,-90.0,0.0
CE-2521,14.76,-90.0,0.0
CE-2524,9.39,-90.0,0.0
CE-2523,17.07,-90.0,0.0
CE-2526,12.58,-90.0,0.0
CE-2525,11.14,-90.0,0.0
CE-2480,9.24,-90.0,0.0
CE-2479,10.37,-90.0,0.0
CE-2482,7.11,-90.0,0.0
CE-2481,12.76,-90.0,0.0
CE-2484,8.99,-90.0,0.0
CE-2483,10.67,-90.0,0.0
CE-2486,11.9,-90.0,0.0
CE-2485,10.48,-90.0,0.0
CE-2472,10.06,-90.0,0.0
CE-2471,9.91,-90.0,0.0
CE-2474,21.56,-90.0,0.0
CE-2473,21.43,-90.0,0.0
CE-2476,17.69,-90.0,0.0
CE-2475,18.56,-90.0,0.0
CE-2478,18.36,-90.0,0.0
CE-2477,9.33,-90.0,0.0
CE-2496,12.24,-90.0,0.0
CE-2495,17.83,-90.0,0.0
CE-2498,13.16,-90.0,0.0
CE-2497,16.7,-90.0,0.0
CE-2500,15.75,-90.0,0.0
CE-2499,19.42,-90.0,0.0
CE-2502,20.99,-90.0,0.0
CE-2501,15.93,-90.0,0.0
CE-2488,22.24,-90.0,0.0
CE-2487,17.27,-90.0,0.0
CE-2490,22.06,-90.0,0.0
CE-2489,12.34,-90.0,0.0
CE-2492,18.6,-90.0,0.0
CE-2491,12.0,-90.0,0.0
CE-2494,15.71,-90.0,0.0
CE-2493,22.08,-90.0,0.0
CE-2448,19.64,-90.0,0.0
CE-2447,12.27,-90.0,0.0
CE-2450,24.36,-90.0,0.0
CE-2449,17.57,-90.0,0.0
CE-2452,16.81,-90.0,0.0
CE-2451,24.35,-90.0,0.0
CE-2454,20.93,-90.0,0.0
CE-2453,23.83,-90.0,0.0
CE-2440,13.51,-90.0,0.0
CE-2439,7.6,-90.0,0.0
CE-2442,9.35,-90.0,0.0
CE-2441,12.36,-90.0,0.0
CE-2444,8.74,-90.0,0.0
CE-2443,5.42,-90.0,0.0
CE-2446,11.36,-90.0,0.0
CE-2445,11.69,-90.0,0.0
CE-2464,8.29,-90.0,0.0
CE-2463,12.88,-90.0,0.0
CE-2466,10.62,-90.0,0.0
CE-2465,19.34,-90.0,0.0
CE-2468,24.49,-90.0,0.0
CE-2467,23.85,-90.0,0.0
CE-2470,20.07,-90.0,0.0
CE-2469,21.58,-90.0,0.0
CE-2456,13.52,-90.0,0.0
CE-2455,22.31,-90.0,0.0
CE-2458,9.64,-90.0,0.0
CE-2457,15.4,-90.0,0.0
CE-2460,10.37,-90.0,0.0
CE-2459,15.4,-90.0,0.0
CE-2462,19.15,-90.0,0.0
CE-2461,20.06,-90.0,0.0
CE-2416,19.29,-90.0,0.0
CE-2415,15.72,-90.0,0.0
CE-2418,20.84,-90.0,0.0
CE-2417,23.03,-90.0,0.0
CE-2420,11.97,-90.0,0.0
CE-2419,16.04,-90.0,0.0
CE-2422,21.22,-90.0,0.0
CE-2421,18.93,-90.0,0.0
CE-2408,24.66,-90.0,0.0
CE-2407,24.07,-90.0,0.0
CE-2410,16.74,-90.0,0.0
CE-2409,16.75,-90.0,0.0
CE-2412,19.32,-90.0,0.0
CE-2411,18.35,-90.0,0.0
CE-2414,11.14,-90.0,0.0
CE-2413,19.62,-90.0,0.0
CE-2432,21.43,-90.0,0.0
CE-2431,17.74,-90.0,0.0
CE-2434,15.27,-90.0,0.0
CE-2433,21.7,-90.0,0.0
CE-2436,22.95,-90.0,0.0
CE-2435,15.23,-90.0,0.0
CE-2438,20.91,-90.0,0.0
CE-2437,20.46,-90.0,0.0
CE-2424,12.7,-90.0,0.0
CE-2423,10.21,-90.0,0.0
CE-2426,12.34,-90.0,0.0
CE-2425,8.11,-90.0,0.0
CE-2428,24.69,-90.0,0.0
CE-2427,23.65,-90.0,0.0
CE-2430,16.98,-90.0,0.0
CE-2429,20.32,-90.0,0.0
CE-2384,23.69,-90.0,0.0
CE-2383,16.48,-90.0,0.0
CE-2386,18.7,-90.0,0.0
CE-2385,18.86,-90.0,0.0
CE-2388,20.43,-90.0,0.0
CE-2387,9.09,-90.0,0.0
CE-2390,10.78,-90.0,0.0
CE-2389,17.34,-90.0,0.0
CE-2376,12.91,-90.0,0.0
CE-2375,21.43,-90.0,0.0
CE-2378,24.37,-90.0,0.0
CE-2377,24.21,-90.0,0.0
CE-2380,22.4,-90.0,0.0
CE-2379,24.38,-90.0,0.0
CE-2382,20.69,-90.0,0.0
CE-2381,20.27,-90.0,0.0
CE-2400,23.26,-90.0,0.0
CE-2399,21.83,-90.0,0.0
CE-2402,23.21,-90.0,0.0
CE-2401,14.01,-90.0,0.0
CE-2404,19.08,-90.0,0.0
CE-2403,16.59,-90.0,0.0
CE-2406,13.22,-90.0,0.0
CE-2405,15.85,-90.0,0.0
CE-2392,18.99,-90.0,0.0
CE-2391,16.48,-90.0,0.0
CE-2394,22.46,-90.0,0.0
CE-2393,24.69,-90.0,0.0
CE-2396,18.81,-90.0,0.0
CE-2395,15.71,-90.0,0.0
CE-2398,24.15,-90.0,0.0
CE-2397,19.93,-90.0,0.0
CE-2352,24.04,-90.0,0.0
CE-2351,15.39,-90.0,0.0
CE-2354,13.3,-90.0,0.0
CE-2353,16.57,-90.0,0.0
CE-2356,11.23,-90.0,0.0
CE-2355,20.82,-90.0,0.0
CE-2358,13.46,-90.0,0.0
CE-2357,24.59,-90.0,0.0
CE-2344,16.43,-90.0,0.0
CE-2343,10.0,-90.0,0.0
CE-2346,21.93,-90.0,0.0
CE-2345,13.65,-90.0,0.0
CE-2348,14.07,-90.0,0.0
CE-2347,16.4,-90.0,0.0
CE-2350,9.14,-90.0,0.0
CE-2349,10.72,-90.0,0.0
CE-2368,9.02,-90.0,0.0
CE-2367,18.84,-90.0,0.0
CE-2370,17.13,-90.0,0.0
CE-2369,23.72,-90.0,0.0
CE-2372,18.54,-90.0,0.0
CE-2371,20.4,-90.0,0.0
CE-2374,17.51,-90.0,0.0
CE-2373,22.99,-90.0,0.0
CE-2360,18.93,-90.0,0.0
CE-2359,22.31,-90.0,0.0
CE-2362,23.51,-90.0,0.0
CE-2361,23.39,-90.0,0.0
CE-2364,23.4,-90.0,0.0
CE-2363,20.52,-90.0,0.0
CE-2366,20.52,-90.0,0.0
CE-2365,11.63,-90.0,0.0
CE-2320,15.61,-90.0,0.0
CE-2319,9.74,-90.0,0.0
CE-2322,17.27,-90.0,0.0
CE-2321,13.69,-90.0,0.0
CE-2324,11.74,-90.0,0.0
CE-2323,13.62,-90.0,0.0
CE-2326,21.24,-90.0,0.0
CE-2325,20.32,-90.0,0.0
CE-2312,12.59,-90.0,0.0
CE-2311,10.07,-90.0,0.0
CE-2314,21.8,-90.0,0.0
CE-2313,15.12,-90.0,0.0
CE-2316,20.16,-90.0,0.0
CE-2315,15.16,-90.0,0.0
CE-2318,21.92,-90.0,0.0
CE-2317,20.93,-90.0,0.0
CE-2336,23.32,-90.0,0.0
CE-2335,14.08,-90.0,0.0
CE-2338,12.72,-90.0,0.0
CE-2337,22.86,-90.0,0.0
CE-2340,24.77,-90.0,0.0
CE-2339,20.0,-90.0,0.0
CE-2342,9.74,-90.0,0.0
CE-2341,6.16,-90.0,0.0
CE-2328,11.29,-90.0,0.0
CE-2327,13.91,-90.0,0.0
CE-2330,10.55,-90.0,0.0
CE-2329,16.24,-90.0,0.0
CE-2332,18.57,-90.0,0.0
CE-2331,19.3,-90.0,0.0
CE-2334,20.96,-90.0,0.0
CE-2333,18.09,-90.0,0.0
CE-2288,21.98,-90.0,0.0
CE-2287,16.88,-90.0,0.0
CE-2290,21.1,-90.0,0.0
CE-2289,11.54,-90.0,0.0
CE-2292,9.7,-90.0,0.0
CE-2291,20.41,-90.0,0.0
CE-2294,22.43,-90.0,0.0
CE-2293,18.97,-90.0,0.0
CE-2280,10.78,-90.0,0.0
CE-2279,19.58,-90.0,0.0
CE-2282,22.74,-90.0,0.0
CE-2281,14.71,-90.0,0.0
CE-2284,20.49,-90.0,0.0
CE-2283,13.75,-90.0,0.0
