hole_id,y,x,z,max_depth
WE-0374,9621570,766350,332.96,22.97
WE-0373,9621520,766350,342.87,24.08
WE-0360,9621470,766350,352.23,21.69
WE-0359,9621420,766350,347.69,15.61
WE-0362,9621370,766350,356.14,20.43
WE-0361,9621320,766350,367.53,12.43
WE-0364,9621270,766350,375.97,24.52
WE-0363,9621220,766350,393.79,18.49
WE-0366,9621170,766350,417.21,21.33
WE-0365,9621120,766350,432.86,19.97
WE-0384,9621070,766350,428.51,24.29
WE-0383,9621020,766350,422.55,23.94
WE-0386,9620970,766350,414.82,21.04
WE-0385,9620920,766350,406.22,21.59
WE-0388,9620870,766350,407.05,17.86
WE-0387,9620820,766350,405.89,20.1
WE-0390,9620770,766350,407.65,21.7
WE-0389,9620720,766350,404.24,24.75
WE-0376,9620670,766350,376.7,15.53
WE-0375,9620620,766350,343.16,21.43
WE-0378,9620570,766350,305.37,24.52
WE-0377,9620520,766350,282.05,19.41
WE-0380,9620470,766350,253.71,12.49
WE-0379,9620420,766350,235.65,20.26
WE-0382,9620370,766350,216.86,18.05
WE-0381,9620320,766350,203.3,17.39
WE-0336,9620270,766350,200.22,13.52
WE-0335,9620220,766350,202.44,16.85
WE-0338,9620170,766350,194.91,17.12
WE-0337,9620120,766350,177.41,24.11
WE-0340,9620070,766350,145.73,22.98
WE-0339,9620020,766350,114.73,10.75
WE-0342,9619972,766350,86.11,10.13
WE-0341,9622020,766400,289.69,23.76
WE-0328,9621970,766400,301.06,18.34
WE-0327,9621920,766400,294.31,9.96
WE-0330,9621870,766400,308.54,23.49
WE-0329,9621820,766400,326.73,18.8
WE-0332,9621770,766400,333.45,22.7
WE-0331,9621720,766400,320.08,14.94
WE-0334,9621670,766400,319.25,15.08
WE-0333,9621620,766400,310.34,23.37
WE-0352,9621570,766400,303.87,24.94
WE-0351,9621520,766400,318.46,18.1
WE-0354,9621470,766400,334.82,12.15
WE-0353,9621420,766400,335.56,20.36
WE-0356,9621370,766400,344.14,17.0
WE-0355,9621320,766400,357.7,16.88
WE-0358,9621270,766400,367.57,17.9
WE-0357,9621220,766400,391.18,16.07
WE-0344,9621170,766400,408.74,23.07
WE-0343,9621120,766400,408.35,16.95
WE-0346,9621070,766400,399.91,11.39
WE-0345,9621020,766400,397.69,12.46
WE-0348,9620970,766400,390.8,18.2
WE-0347,9620920,766400,388.68,15.05
WE-0350,9620870,766400,383.67,24.54
WE-0349,9620820,766400,388.55,16.21
WE-0304,9620770,766400,378.98,23.06
WE-0303,9620720,766400,380.6,21.22
WE-0306,9620670,766400,359.08,13.08
WE-0305,9620620,766400,335.83,17.78
WE-0308,9620570,766400,304.75,21.25
WE-0307,9620520,766400,284.54,20.12
WE-0310,9620470,766400,261.75,24.41
WE-0309,9620420,766400,246.4,19.37
WE-0296,9620370,766400,238.33,19.67
WE-0295,9620320,766400,227.89,23.46
WE-0298,9620270,766400,228.05,11.22
WE-0297,9620220,766400,230.21,17.97
WE-0300,9620170,766400,209.65,18.11
WE-0299,9620120,766400,179.12,19.46
WE-0302,9620070,766400,146.28,21.54
WE-0301,9620020,766400,116.73,12.22
WE-0320,9619972,766400,88.77,11.18
WE-0319,9622020,766450,265.47,21.55
WE-0322,9621970,766450,273.25,20.38
WE-0321,9621920,766450,261.94,19.4
WE-0324,9621870,766450,283.32,23.63
WE-0323,9621820,766450,304.13,19.66
WE-0326,9621770,766450,314.52,15.61
WE-0325,9621720,766450,296.92,22.99
WE-0312,9621670,766450,293.1,13.1
WE-0311,9621620,766450,282.17,17.43
WE-0314,9621570,766450,282.91,24.02
WE-0313,9621520,766450,296.43,21.6
WE-0316,9621470,766450,313.38,10.32
WE-0315,9621420,766450,331.11,22.44
WE-0318,9621370,766450,339.06,19.32
WE-0317,9621320,766450,349.14,21.84
WE-0272,9621270,766450,359.0,23.56
WE-0271,9621220,766450,370.93,23.08
WE-0274,9621170,766450,385.71,16.94
WE-0273,9621120,766450,383.76,22.59
WE-0276,9621070,766450,377.12,19.96
WE-0275,9621020,766450,376.8,16.8
WE-0278,9620970,766450,366.29,19.24
WE-0277,9620920,766450,350.53,17.67
WE-0264,9620870,766450,356.85,22.93
WE-0263,9620820,766450,362.83,18.82
WE-0266,9620770,766450,349.51,15.58
WE-0265,9620720,766450,350.94,23.07
WE-0268,9620670,766450,344.14,21.26
WE-0267,9620620,766450,322.0,22.59
WE-0270,9620570,766450,307.94,11.41
WE-0269,9620520,766450,291.29,12.2
WE-0288,9620470,766450,274.35,23.23
WE-0287,9620420,766450,266.92,18.06
WE-0290,9620370,766450,263.17,12.48
WE-0289,9620320,766450,257.78,19.24
WE-0292,9620270,766450,261.74,17.86
WE-0291,9620220,766450,245.42,17.81
WE-0294,9620170,766450,215.78,16.07
WE-0293,9620120,766450,184.85,14.35
WE-0280,9620070,766450,150.52,11.72
WE-0279,9620020,766450,125.14,16.66
WE-0282,9619972,766450,95.5,12.1
WE-0281,9622020,766500,239.49,22.02
WE-0284,9621970,766500,240.63,15.87
WE-0283,9621920,766500,246.64,16.36
WE-0286,9621870,766500,267.27,19.28
WE-0285,9621820,766500,281.41,16.32
WE-1264,9621770,766500,292.9,18.18
WE-1263,9621720,766500,281.18,14.11
WE-1266,9621670,766500,258.33,20.67
WE-1265,9621620,766500,247.3,17.21
WE-1268,9621570,766500,255.03,17.76
WE-1267,9621520,766500,278.5,16.7
WE-1270,9621470,766500,297.62,22.78
WE-1269,9621420,766500,312.52,17.06
WE-1256,9621370,766500,327.83,21.43
WE-1255,9621320,766500,342.83,20.0
WE-1258,9621270,766500,339.21,18.86
WE-1257,9621220,766500,354.04,22.81
WE-1260,9621170,766500,361.35,22.21
WE-1259,9621120,766500,359.95,10.79
WE-1262,9621070,766500,361.92,15.22
WE-1261,9621020,766500,359.06,18.93
WE-1280,9620970,766500,340.9,20.38
WE-1279,9620920,766500,323.14,15.93
WE-1282,9620870,766500,328.39,19.84
WE-1281,9620820,766500,332.13,24.19
WE-1284,9620770,766500,325.49,15.96
WE-1283,9620720,766500,324.88,19.08
WE-1286,9620670,766500,303.75,22.81
WE-1285,9620620,766500,303.48,14.51
WE-1272,9620570,766500,303.42,24.23
WE-1271,9620520,766500,302.51,11.46
WE-1274,9620470,766500,291.06,11.1
WE-1273,9620420,766500,287.3,22.91
WE-1276,9620370,766500,290.15,16.93
WE-1275,9620320,766500,291.04,18.87
WE-1278,9620270,766500,289.82,16.44
WE-1277,9620220,766500,265.71,15.5
WE-1232,9620170,766500,227.32,16.92
WE-1231,9620120,766500,195.47,21.47
WE-1234,9620070,766500,158.76,16.92
WE-1233,9620020,766500,129.47,20.22
WE-1236,9619972,766500,101.38,10.02
WE-1235,9622020,766550,218.75,21.76
WE-1238,9621970,766550,221.56,24.45
WE-1237,9621920,766550,235.92,18.33
WE-1224,9621870,766550,246.42,15.27
WE-1223,9621820,766550,262.97,18.54
WE-1226,9621770,766550,280.96,11.18
WE-1225,9621720,766550,266.34,20.4
WE-1228,9621670,766550,233.57,22.09
WE-1227,9621620,766550,224.16,17.68
WE-1230,9621570,766550,235.94,24.75
WE-1229,9621520,766550,252.37,23.31
WE-1248,9621470,766550,269.84,21.91
WE-1247,9621420,766550,292.98,23.38
WE-1250,9621370,766550,309.69,21.28
WE-1249,9621320,766550,327.18,19.75
WE-1252,9621270,766550,324.55,23.57
WE-1251,9621220,766550,333.37,17.14
WE-1254,9621170,766550,334.47,23.03
WE-1253,9621120,766550,331.67,22.35
WE-1240,9621070,766550,337.73,19.03
WE-1239,9621020,766550,322.09,22.84
WE-1242,9620970,766550,313.96,19.85
WE-1241,9620920,766550,302.94,24.96
WE-1244,9620870,766550,306.23,22.14
WE-1243,9620820,766550,306.54,20.77
WE-1246,9620770,766550,304.24,13.23
WE-1245,9620720,766550,298.91,15.27
WE-1200,9620670,766550,294.25,19.01
WE-1199,9620620,766550,291.07,21.56
WE-1202,9620570,766550,297.96,21.98
WE-1201,9620520,766550,313.33,9.35
WE-1204,9620470,766550,309.06,23.24
WE-1203,9620420,766550,313.05,17.48
WE-1206,9620370,766550,320.38,23.01
WE-1205,9620320,766550,321.72,11.28
WE-1192,9620270,766550,311.52,19.58
WE-1191,9620220,766550,283.85,24.99
WE-1194,9620170,766550,249.86,22.55
WE-1193,9620120,766550,217.03,20.81
WE-1196,9620070,766550,164.8,9.68
WE-1195,9620020,766550,131.3,19.75
WE-1198,9619972,766550,106.31,13.42
WE-1197,9622020,766600,204.42,18.97
WE-1216,9621970,766600,217.29,15.12
WE-1215,9621920,766600,217.34,22.51
WE-1218,9621870,766600,229.61,10.78
WE-1217,9621820,766600,247.19,10.96
WE-1220,9621770,766600,263.63,21.6
WE-1219,9621720,766600,261.58,17.61
WE-1222,9621670,766600,230.23,18.79
WE-1221,9621620,766600,203.86,19.95
WE-1208,9621570,766600,221.61,10.08
WE-1207,9621520,766600,227.11,22.15
WE-1210,9621470,766600,245.59,22.47
WE-1209,9621420,766600,264.9,23.2
WE-1212,9621370,766600,287.46,17.0
WE-1211,9621320,766600,305.63,23.16
WE-1214,9621270,766600,313.47,22.67
WE-1213,9621220,766600,309.22,23.58
WE-1168,9621170,766600,308.43,13.94
WE-1167,9621120,766600,301.57,15.42
WE-1170,9621070,766600,307.51,19.52
WE-1169,9621020,766600,298.65,22.67
WE-1172,9620970,766600,282.2,16.18
WE-1171,9620920,766600,279.24,24.78
WE-1174,9620870,766600,277.02,15.97
WE-1173,9620820,766600,282.04,20.11
WE-1160,9620770,766600,288.35,24.06
WE-1159,9620720,766600,283.66,22.78
WE-1162,9620670,766600,277.01,19.88
WE-1161,9620620,766600,277.27,12.35
WE-1164,9620570,766600,293.96,22.05
WE-1163,9620520,766600,314.45,23.45
WE-1166,9620470,766600,327.7,17.02
WE-1165,9620420,766600,331.84,16.62
WE-1184,9620370,766600,349.38,16.02
WE-1183,9620320,766600,345.79,15.1
WE-1186,9620270,766600,317.66,17.95
WE-1185,9620220,766600,292.2,21.26
WE-1188,9620170,766600,261.28,24.32
WE-1187,9620120,766600,213.05,15.53
WE-1190,9620070,766600,176.43,20.28
WE-1189,9620020,766600,149.95,21.11
WE-1176,9619972,766600,122.46,20.13
WE-1175,9622020,766650,184.97,14.53
WE-1178,9621970,766650,197.5,18.42
WE-1177,9621920,766650,200.15,16.84
WE-1180,9621870,766650,214.54,19.79
WE-1179,9621820,766650,231.21,19.0
WE-1182,9621770,766650,246.18,11.55
WE-1181,9621720,766650,250.57,17.91
WE-1136,9621670,766650,218.42,19.24
WE-1135,9621620,766650,186.84,17.09
WE-1138,9621570,766650,197.4,11.47
WE-1137,9621520,766650,206.85,15.84
WE-1140,9621470,766650,225.85,9.3
WE-1139,9621420,766650,245.88,23.78
WE-1142,9621370,766650,268.16,10.89
WE-1141,9621320,766650,279.58,21.99
WE-1128,9621270,766650,296.41,21.05
WE-1127,9621220,766650,286.65,24.4
WE-1130,9621170,766650,275.39,17.42
WE-1129,9621120,766650,270.26,19.02
WE-1132,9621070,766650,263.65,18.72
WE-1131,9621020,766650,256.7,14.73
WE-1134,9620970,766650,247.42,18.51
WE-1133,9620920,766650,241.26,11.21
WE-1152,9620870,766650,249.21,22.4
WE-1151,9620820,766650,264.55,22.38
WE-1154,9620770,766650,272.12,19.0
WE-1153,9620720,766650,268.56,20.23
WE-1156,9620670,766650,267.03,24.92
WE-1155,9620620,766650,284.39,16.29
WE-1158,9620570,766650,301.21,17.28
WE-1157,9620520,766650,320.37,19.4
WE-1144,9620470,766650,339.91,15.67
WE-1143,9620420,766650,357.21,14.0
WE-1146,9620370,766650,369.74,23.02
WE-1145,9620320,766650,357.47,19.14
WE-1148,9620270,766650,332.12,20.86
WE-1147,9620220,766650,295.45,12.31
WE-1150,9620170,766650,263.89,10.8
WE-1149,9620120,766650,217.69,9.55
WE-1104,9620070,766650,196.44,9.71
WE-1103,9620020,766650,166.12,24.57
WE-1106,9619972,766650,141.66,11.24
WE-1105,9622020,766700,157.68,10.48
WE-1108,9621970,766700,172.14,17.39
WE-1107,9621920,766700,176.0,21.04
WE-1110,9621870,766700,195.96,11.86
WE-1109,9621820,766700,212.37,23.22
WE-1096,9621770,766700,235.06,21.53
WE-1095,9621720,766700,238.9,24.71
WE-1098,9621670,766700,203.64,24.96
WE-1097,9621620,766700,173.97,18.92
WE-1100,9621570,766700,181.37,17.62
WE-1099,9621520,766700,193.65,11.27
WE-1102,9621470,766700,215.57,20.58
WE-1101,9621420,766700,230.73,21.33
WE-1120,9621370,766700,240.92,14.16
WE-1119,9621320,766700,251.07,15.6
WE-1122,9621270,766700,269.57,21.22
WE-1121,9621220,766700,260.05,23.83
WE-1124,9621170,766700,244.09,13.26
WE-1123,9621120,766700,235.67,21.63
WE-1126,9621070,766700,231.98,20.71
WE-1125,9621020,766700,222.98,10.7
WE-1112,9620970,766700,226.56,21.55
WE-1111,9620920,766700,219.74,14.38
WE-1114,9620870,766700,233.28,23.18
WE-1113,9620820,766700,245.19,17.63
WE-1116,9620770,766700,251.28,23.31
WE-1115,9620720,766700,262.1,11.25
WE-1118,9620670,766700,270.41,22.03
WE-1117,9620620,766700,296.26,16.55
WE-1072,9620570,766700,313.44,22.9
WE-1071,9620520,766700,332.49,16.05
WE-1074,9620470,766700,350.03,19.55
WE-1073,9620420,766700,363.95,20.52
WE-1076,9620370,766700,357.9,16.47
WE-1075,9620320,766700,354.44,24.3
WE-1078,9620270,766700,340.11,22.75
WE-1077,9620220,766700,310.64,11.83
WE-1064,9620170,766700,267.57,15.93
WE-1063,9620120,766700,241.89,20.83
WE-1066,9620070,766700,207.48,20.92
WE-1065,9620020,766700,175.64,20.51
WE-1068,9619972,766700,139.88,16.01
WE-1067,9622020,766750,137.99,18.76
WE-1070,9621970,766750,145.64,23.41
WE-1069,9621920,766750,158.25,24.23
WE-1088,9621870,766750,169.0,15.06
WE-1087,9621820,766750,190.75,19.96
WE-1090,9621770,766750,221.17,18.29
WE-1089,9621720,766750,231.41,21.1
WE-1092,9621670,766750,201.12,12.49
WE-1091,9621620,766750,170.33,18.32
WE-1094,9621570,766750,162.54,20.23
WE-1093,9621520,766750,179.79,22.11
WE-1080,9621470,766750,189.64,20.15
WE-1079,9621420,766750,209.42,18.9
WE-1082,9621370,766750,219.24,15.25
WE-1081,9621320,766750,227.65,21.83
WE-1084,9621270,766750,246.16,20.09
WE-1083,9621220,766750,232.75,15.26
WE-1086,9621170,766750,221.53,18.58
WE-1085,9621120,766750,206.04,16.2
WE-1040,9621070,766750,205.16,12.68
WE-1039,9621020,766750,195.55,12.5
WE-1042,9620970,766750,198.1,20.11
WE-1041,9620920,766750,204.95,22.48
WE-1044,9620870,766750,218.05,13.95
WE-1043,9620820,766750,228.58,22.66
WE-1046,9620770,766750,246.56,24.04
WE-1045,9620720,766750,262.85,24.02
WE-1032,9620670,766750,285.61,23.95
WE-1031,9620620,766750,305.77,16.53
WE-1034,9620570,766750,325.84,16.95
WE-1033,9620520,766750,342.13,13.78
WE-1036,9620470,766750,350.13,18.81
WE-1035,9620420,766750,350.94,22.93
WE-1038,9620370,766750,341.88,23.05
WE-1037,9620320,766750,337.19,23.56
WE-1056,9620270,766750,328.74,19.58
WE-1055,9620220,766750,303.25,22.21
WE-1058,9620170,766750,281.91,14.98
WE-1057,9620120,766750,251.39,24.66
WE-1060,9620070,766750,212.16,10.86
WE-1059,9620020,766750,178.17,20.39
WE-1062,9619972,766750,142.4,21.88
WE-1061,9622020,766800,133.67,22.3
WE-1048,9621970,766800,115.54,9.98
WE-1047,9621920,766800,140.15,13.47
WE-1050,9621870,766800,147.31,19.18
WE-1049,9621820,766800,172.04,22.39
WE-1052,9621770,766800,203.83,19.71
WE-1051,9621720,766800,223.25,23.76
WE-1054,9621670,766800,202.55,24.97
WE-1053,9621620,766800,170.88,23.02
WE-1008,9621570,766800,149.29,17.02
WE-1007,9621520,766800,156.6,16.77
WE-1010,9621470,766800,165.01,19.73
WE-1009,9621420,766800,181.14,20.12
WE-1012,9621370,766800,190.18,10.24
WE-1011,9621320,766800,200.03,18.24
WE-1014,9621270,766800,226.55,23.07
WE-1013,9621220,766800,210.56,15.72
WE-1000,9621170,766800,193.06,17.44
WE-0999,9621120,766800,180.44,17.41
WE-1002,9621070,766800,183.08,20.24
WE-1001,9621020,766800,175.76,9.97
WE-1004,9620970,766800,180.87,18.95
WE-1003,9620920,766800,195.46,17.57
WE-1006,9620870,766800,198.94,23.09
WE-1005,9620820,766800,219.61,23.64
WE-1024,9620770,766800,238.34,19.09
WE-1023,9620720,766800,265.98,18.55
WE-1026,9620670,766800,285.84,23.66
WE-1025,9620620,766800,302.52,20.08
WE-1028,9620570,766800,319.8,13.42
WE-1027,9620520,766800,328.78,10.29
WE-1030,9620470,766800,329.16,20.76
WE-1029,9620420,766800,329.53,23.76
WE-1016,9620370,766800,323.38,20.84
WE-1015,9620320,766800,318.04,24.02
WE-1018,9620270,766800,307.65,17.91
WE-1017,9620220,766800,292.06,24.75
WE-1020,9620170,766800,274.55,18.63
WE-1019,9620120,766800,242.72,20.26
WE-1022,9620070,766800,218.5,21.08
WE-1021,9620020,766800,189.72,16.19
WE-0976,9619972,766800,156.71,15.43
WE-0975,9622020,766850,132.54,20.2
WE-0978,9621970,766850,97.88,9.95
WE-0977,9621920,766850,117.1,10.13
WE-0980,9621870,766850,138.01,15.64
WE-0979,9621820,766850,164.41,19.42
WE-0982,9621770,766850,187.49,23.68
WE-0981,9621720,766850,207.62,21.44
WE-0968,9621670,766850,204.67,23.17
WE-0967,9621620,766850,177.88,24.17
WE-0970,9621570,766850,143.93,19.04
WE-0969,9621520,766850,138.83,18.03
WE-0972,9621470,766850,150.42,16.56
WE-0971,9621420,766850,158.19,13.63
WE-0974,9621370,766850,168.53,24.02
WE-0973,9621320,766850,179.97,19.8
WE-0992,9621270,766850,194.4,24.58
WE-0991,9621220,766850,174.5,15.13
WE-0994,9621170,766850,162.9,15.8
WE-0993,9621120,766850,152.31,24.44
WE-0996,9621070,766850,157.92,19.62
WE-0995,9621020,766850,160.8,18.76
WE-0998,9620970,766850,167.66,23.24
WE-0997,9620920,766850,180.97,18.01
WE-0984,9620870,766850,192.89,16.04
WE-0983,9620820,766850,213.41,16.63
WE-0986,9620770,766850,230.22,12.15
WE-0985,9620720,766850,243.85,20.89
WE-0988,9620670,766850,268.11,16.7
WE-0987,9620620,766850,280.73,21.0
WE-0990,9620570,766850,297.07,18.73
WE-0989,9620520,766850,306.33,21.72
WE-0944,9620470,766850,303.19,22.22
WE-0943,9620420,766850,301.7,11.85
WE-0946,9620370,766850,298.28,23.81
WE-0945,9620320,766850,292.04,14.1
WE-0948,9620270,766850,279.34,19.58
WE-0947,9620220,766850,269.68,24.6
WE-0950,9620170,766850,248.45,18.75
WE-0949,9620120,766850,217.9,18.47
WE-0936,9620070,766850,201.83,17.03
WE-0935,9620020,766850,181.96,24.84
WE-0938,9619972,766850,159.41,16.98
WE-0937,9622020,766900,113.29,10.29
WE-0940,9621970,766900,87.57,10.81
WE-0939,9621920,766900,102.83,11.72
WE-0942,9621870,766900,128.62,20.1
WE-0941,9621820,766900,150.41,13.73
WE-0960,9621770,766900,176.23,21.42
WE-0959,9621720,766900,189.61,17.4
WE-0962,9621670,766900,191.29,23.44
WE-0961,9621620,766900,174.1,17.69
WE-0964,9621570,766900,141.13,22.19
WE-0963,9621520,766900,118.41,4.92
WE-0966,9621470,766900,129.51,14.31
WE-0965,9621420,766900,141.84,20.43
WE-0952,9621370,766900,147.42,17.41
WE-0951,9621320,766900,159.09,23.3
WE-0954,9621270,766900,165.61,20.03
WE-0953,9621220,766900,158.01,21.68
WE-0956,9621170,766900,137.77,24.69
WE-0955,9621120,766900,127.36,22.0
WE-0958,9621070,766900,132.07,18.03
WE-0957,9621020,766900,147.27,21.46
WE-0912,9620970,766900,148.9,20.89
WE-0911,9620920,766900,166.72,22.87
WE-0914,9620870,766900,183.51,23.48
WE-0913,9620820,766900,203.06,20.48
WE-0916,9620770,766900,209.81,24.0
WE-0915,9620720,766900,219.43,17.87
WE-0918,9620670,766900,235.89,15.38
WE-0917,9620620,766900,253.5,17.25
WE-0904,9620570,766900,265.56,22.86
WE-0903,9620520,766900,273.81,9.7
WE-0906,9620470,766900,271.93,13.04
WE-0905,9620420,766900,279.65,17.51
WE-0908,9620370,766900,277.27,18.92
WE-0907,9620320,766900,276.34,23.3
WE-0910,9620270,766900,255.95,23.88
WE-0909,9620220,766900,240.69,16.31
WE-0928,9620170,766900,216.71,21.76
WE-0927,9620120,766900,185.49,21.21
WE-0930,9620070,766900,174.96,16.72
WE-0929,9620020,766900,159.77,19.66
WE-0932,9619972,766900,141.3,16.95
WE-0931,9622020,766950,84.89,10.39
WE-0934,9621970,766950,87.07,10.69
WE-0933,9621920,766950,113.57,9.14
WE-0920,9621870,766950,131.12,21.05
WE-0919,9621820,766950,152.39,19.7
WE-0922,9621770,766950,174.02,17.45
WE-0921,9621720,766950,171.6,22.68
WE-0924,9621670,766950,161.74,19.73
WE-0923,9621620,766950,152.56,17.38
WE-0926,9621570,766950,134.91,24.24
WE-0925,9621520,766950,100.53,11.38
WE-0880,9621470,766950,104.25,7.99
WE-0879,9621420,766950,120.52,16.49
WE-0882,9621370,766950,127.62,15.22
WE-0881,9621320,766950,142.22,21.32
WE-0884,9621270,766950,147.38,20.0
WE-0883,9621220,766950,134.37,17.94
WE-0886,9621170,766950,124.31,15.45
WE-0885,9621120,766950,114.39,10.83
WE-0872,9621070,766950,119.64,12.71
WE-0871,9621020,766950,128.35,16.88
WE-0874,9620970,766950,140.37,17.13
WE-0873,9620920,766950,160.57,18.28
WE-0876,9620870,766950,162.96,15.43
WE-0875,9620820,766950,170.11,18.27
WE-0878,9620770,766950,179.72,13.91
WE-0877,9620720,766950,191.14,16.39
WE-0896,9620670,766950,213.43,21.58
WE-0895,9620620,766950,228.63,12.86
WE-0898,9620570,766950,234.04,13.92
WE-0897,9620520,766950,241.94,22.99
WE-0900,9620470,766950,252.13,24.35
WE-0899,9620420,766950,256.98,18.93
WE-0902,9620370,766950,256.4,24.24
WE-0901,9620320,766950,256.06,17.62
WE-0888,9620270,766950,241.69,21.36
WE-0887,9620220,766950,209.47,20.52
WE-0890,9620170,766950,185.05,23.03
WE-0889,9620120,766950,162.93,23.97
WE-0892,9620070,766950,150.4,24.95
WE-0891,9620020,766950,141.61,23.96
WE-0894,9619972,766950,117.37,10.94
WE-0893,9622020,766997,74.66,6.79
WE-0848,9621970,766997,84.01,8.51
WE-0847,9621920,766997,96.41,8.3
WE-0850,9621870,766997,111.99,10.47
WE-0849,9621820,766997,139.89,16.74
WE-0852,9621770,766997,145.69,21.4
WE-0851,9621720,766997,145.26,18.56
WE-0854,9621670,766997,133.34,11.06
WE-0853,9621620,766997,137.39,22.64
WE-0840,9621570,766997,121.4,18.0
WE-0839,9621520,766997,89.29,4.98
WE-0842,9621470,766997,85.52,13.06
WE-0841,9621420,766997,96.28,10.63
WE-0844,9621370,766997,113.86,8.96
WE-0843,9621320,766997,124.96,16.06
WE-0846,9621270,766997,126.52,11.82
WE-0845,9621220,766997,108.3,12.23
WE-0864,9621170,766997,98.13,7.82
WE-0863,9621120,766997,96.08,13.25
WE-0866,9621070,766997,108.01,13.04
WE-0865,9621020,766997,121.79,21.39
WE-0868,9620970,766997,135.71,15.59
WE-0867,9620920,766997,140.61,10.73
WE-0870,9620870,766997,138.63,16.99
WE-0869,9620820,766997,140.32,13.18
WE-0856,9620770,766997,155.91,12.32
WE-0855,9620720,766997,171.58,12.67
WE-0858,9620670,766997,188.62,19.35
WE-0857,9620620,766997,194.17,20.27
WE-0860,9620570,766997,202.96,16.96
WE-0859,9620520,766997,219.25,18.7
WE-0862,9620470,766997,225.34,19.95
WE-0861,9620420,766997,230.6,22.03
WE-0816,9620370,766997,226.55,11.4
WE-0815,9620320,766997,230.04,24.38
WE-0818,9620270,766997,221.43,16.16
WE-0817,9620220,766997,196.39,12.23
WE-0820,9620170,766997,163.51,17.89
WE-0819,9620120,766997,142.26,19.22
WE-0822,9620070,766997,128.39,24.73
WE-0821,9620020,766997,116.52,12.41
WE-0808,9619972,766997,99.83,11.73
WE-0807,9626367,764002,237.68,18.44
WE-0810,9626117,764001,254.82,19.51
WE-0809,9625867,764001,318.02,23.25
WE-0812,9625617,764001,384.44,10.04
WE-0811,9625367,764000,428.55,17.12
WE-0814,9625117,764000,341.97,11.89
WE-0813,9624867,764000,182.9,20.77
WE-0832,9624617,764000,280.05,15.1
WE-0831,9624367,763999,229.89,16.84
WE-0834,9624117,763999,238.67,10.49
WE-0833,9623867,763999,175.26,20.91
WE-0836,9623617,763998,208.85,16.92
WE-0835,9623367,763998,273.83,17.34
WE-0838,9623117,763998,356.12,19.38
WE-0837,9622867,763998,441.01,13.34
WE-0824,9622617,763997,378.04,18.57
WE-0823,9622367,763997,356.75,23.06
WE-0826,9622117,763997,303.8,24.64
WE-0825,9621867,763996,228.18,22.77
WE-0828,9621617,763996,243.07,17.31
WE-0827,9621367,763996,171.88,19.89
WE-0830,9621117,763996,120.4,17.87
WE-0829,9620867,763995,70.26,8.18
WE-0784,9620716,763995,58.98,12.85
WE-0783,9626367,764245,281.43,22.89
WE-0786,9626117,764245,305.93,15.05
WE-0785,9625867,764245,260.48,18.62
WE-0788,9625617,764245,369.72,17.02
WE-0787,9625367,764245,404.89,20.51
WE-0790,9625117,764245,230.47,15.99
WE-0789,9624867,764245,279.92,24.61
WE-0776,9624617,764245,365.16,10.59
WE-0775,9624367,764245,335.96,15.15
WE-0778,9624117,764245,245.85,21.59
WE-0777,9623867,764245,212.68,20.45
WE-0780,9623617,764245,242.72,15.67
WE-0779,9623367,764245,328.89,17.72
WE-0782,9623117,764245,387.62,23.74
WE-0781,9622867,764245,478.77,13.26
WE-0800,9622617,764245,336.23,22.04
WE-0799,9622367,764245,285.41,23.45
WE-0802,9622117,764245,241.53,22.37
WE-0801,9621867,764245,213.44,22.44
WE-0804,9621617,764245,137.91,22.91
WE-0803,9621367,764245,98.95,10.18
WE-0806,9621117,764245,90.65,8.72
WE-0805,9620867,764245,86.35,12.48
WE-0792,9620716,764245,65.4,11.14
WE-0791,9626367,764495,351.1,14.15
WE-0794,9626117,764495,272.6,17.55
WE-0793,9625867,764495,332.54,22.32
WE-0796,9625617,764495,420.41,15.37
WE-0795,9625367,764495,386.29,23.44
WE-0798,9625117,764495,285.79,11.08
WE-0797,9624867,764495,433.89,19.15
WE-0240,9624617,764495,401.6,15.12
WE-0239,9624367,764495,497.56,15.4
WE-0242,9624117,764495,339.82,19.39
WE-0241,9623867,764495,290.9,24.73
WE-0244,9623617,764495,365.71,24.34
WE-0243,9623367,764495,305.62,22.16
WE-0246,9623117,764495,379.79,12.69
WE-0245,9622867,764495,462.89,15.12
WE-0232,9622617,764495,346.21,24.2
WE-0231,9622367,764495,245.92,24.07
WE-0234,9622131,764488,199.86,19.91
WE-0233,9621867,764423,152.26,22.38
WE-0236,9621617,764423,147.98,24.54
WE-0235,9621367,764423,130.35,15.39
WE-0238,9621112,764493,153.73,21.46
WE-0237,9620867,764495,88.91,11.53
WE-0256,9620630,764531,80.21,11.01
WE-0255,9620367,764548,92.47,13.67
WE-0258,9620117,764548,65.73,5.18
WE-0257,9619867,764548,92.43,9.6
WE-0260,9619617,764548,95.33,13.69
WE-0259,9619468,764548,47.45,11.69
WE-0262,9626367,764745,422.49,15.87
WE-0261,9626117,764745,338.01,20.87
WE-0248,9625867,764745,371.61,20.87
WE-0247,9625617,764745,461.52,17.42
WE-0250,9625367,764745,405.95,13.0
WE-0249,9625117,764745,373.53,24.62
WE-0252,9624867,764745,352.1,20.25
WE-0251,9624617,764745,553.0,24.65
WE-0254,9624367,764745,563.31,24.28
